Survey ID,Age,Gender,Ethnicity,Marital Status,Education Completed,Household Size,No One,Spouse,Children,Grand Children,Parent,Grandparent,Brother/Sister,Other Relative,Friends,Other ,Religion,Full Time Employment,Part Time Employment,Student,Homemaker,Retired,Occupation,Income,Achieving Ends Meet,US Born,Duration of Residency,Primary Language,English Speaking,English Difficulties,Familiarity with America,Familiarity with Ethnic Origin,Identify Ethnically,Belonging,Present Health,Present Mental Health,Present Oral Health,Hygiene Assistance,Smoking,Drinking,Regular Exercise,Healthy Diet,Hypertension,Diabetes,Arthritis,Physical Check-up,Dentist Check-up,Urgentcare,Folkmedicine,Primary Care,Health Insurance,Dental Insurance,Unmet Health Need,Unmet Dental Needs,Transportation (Medical),Interpretation (Medical),Comunication Problem,Preferance,Language,Family,Close Friend,Acquaintances,Heal Professionals,Mobile Apps,Email,Social Networks,Online Communities,Health Website,Other,Quality of Life,Satisfied With Life
10040042,58,Female,Vietnamese,Married,16,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Catholic,Employed full time,0,0,0,0,"Manager, executive, or official","$70,000 and over",0,No,40,1,Very well,Very much,High,High,Somewhat close,Somewhat,Good,Good,Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,English,No,No,No,No,No,Yes,Yes,Yes,No,0,9,Slightly agree
80337,73,Male,Vietnamese,Married,14,,0,Living with spouse,0,0,0,0,0,0,0,0,None,0,0,0,0,0,"Manager, executive, or official","$70,000 and over",0,No,25,0,Well,Not much,Very high,Very high,Very close,Very much,Very Good,Very Good,Very Good,0,0,0,1,1,Yes,0,0,Yes,Yes,0,0,Yes,Yes,0,0,0,0,0,0,Yes,Viet,No,No,Yes,No,No,Yes,No,Yes,No,0,8,Slightly agree
80352,51,Female,Vietnamese,Living with a partner,12,4,0,0,Living with children,0,0,0,0,0,0,0,Protestant,Employed full time,0,0,0,0,Service worker,"$20,000 - $29,999",0,No,20,0,Well,Not much,High,Low,Somewhat close,Somewhat,Very Good,Very Good,Very Good,0,0,0,0,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,Yes,Viet,Yes,No,No,No,No,No,No,No,No,0,6,Agree
80495,41,Female,Vietnamese,Married,16,6,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Catholic,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,25,1,Well,Not much,Low,High,Very close,Somewhat,Very Good,Very Good,Very Good,0,0,0,0,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,Yes,Viet,No,No,No,No,No,No,No,No,Yes,0,8,Agree
80234,64,Female,Vietnamese,Married,12,6,0,0,Living with children,Living with grandchildren,0,0,0,0,0,0,Buddhist,0,0,0,Full time homemaker,Retired,,"$10,000 - $19,999",0,No,25,,Not well,Much,,Low,Somewhat close,Not at all,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Viet,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,10,Slightly agree
80452,49,Male,Vietnamese,Married,16,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Catholic,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,25,0,Not at all,Not at all,Very high,High,Very close,Very much,Excellent,Excellent,Very Good,0,0,0,0,1,0,0,0,Yes,Yes,Yes,0,0,Yes,Yes,0,0,0,0,0,0,Viet,No,No,No,Yes,Yes,Yes,No,No,No,0,10,Strongly agree
10011109,32,Female,Vietnamese,Single,17,5,0,0,0,0,Living with parents,0,0,0,0,0,Catholic,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,25,1,Very well,Not at all,Very high,Very high,Very close,Very much,Excellent,Excellent,Excellent,0,0,0,0,1,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,0,0,0,0,0,English,No,No,No,Yes,Yes,No,No,No,Yes,0,10,Strongly agree
80321,63,Female,Vietnamese,Living with a partner,12,3,0,0,0,Living with grandchildren,0,0,0,0,0,0,Buddhist,0,Employed part time,0,0,0,Semi-skilled,"$20,000 - $29,999",0,No,34,0,Not well,Not much,High,Very high,Very close,Very much,Very Good,Good,Very Good,0,0,0,1,1,Yes,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,Yes,Yes,Yes,Viet,No,Yes,No,No,No,No,No,No,No,0,10,Strongly disagree
80464,41,Female,Vietnamese,Married,12,5,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Catholic,Employed full time,0,0,0,0,"Clerical, office, sales","$30,000 - $39,999",0,No,25,0,Not well,Not much,Low,Very high,Very close,,Very Good,Very Good,Very Good,0,0,0,0,1,0,0,0,Yes,Yes,0,0,0,Yes,Yes,0,0,,,,0,Viet,,,,,,,,,,,6,
10564,43,Female,Vietnamese,Married,15,5,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Catholic,0,Employed part time,0,0,0,"Clerical, office, sales","$60,000 - $69,999",0,No,25,1,Well,Not much,High,High,Somewhat close,Somewhat,Good,Good,Good,0,0,0,0,0,0,0,Yes,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,0,English,No,No,No,Yes,No,No,No,No,No,0,8,Agree
80159,68,Male,Vietnamese,Married,13,2,0,Living with spouse,0,0,0,0,0,0,0,0,Protestant,0,0,0,0,Retired,,"$30,000 - $39,999",1,No,35,0,Not well,Not much,High,High,Not very close,Not very much,Very Good,Very Good,Fair,1,0,0,1,1,Yes,,0,Yes,0,0,Yes,Yes,Yes,0,0,Yes,Yes,Yes,Yes,Yes,Viet,No,Yes,No,No,No,No,No,No,No,0,7,Neither agree or disagree
80491,41,Female,Vietnamese,Married,16,7,Living with no one,Living with spouse,0,Living with grandchildren,0,0,0,0,0,0,Catholic,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,25,0,Well,Not much,High,High,Somewhat close,Somewhat,Very Good,Very Good,Very Good,0,0,0,0,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,Yes,Yes,Viet,No,No,No,No,No,Yes,No,No,Yes,0,9,Agree
80423,62,Female,Vietnamese,Married,12,4,0,Living with spouse,0,0,0,0,0,0,0,0,Buddhist,Employed full time,0,0,0,0,Semi-skilled,"$40,000 - $49,999",0,No,25,0,Well,Not at all,High,Very high,Very close,Very much,Excellent,Very Good,Excellent,0,0,0,1,1,Yes,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,Yes,Viet,No,No,No,Yes,No,No,No,No,No,0,10,Agree
80450,60,,Vietnamese,Single,17,6,0,0,0,0,0,0,0,0,0,,Catholic,Employed full time,0,0,0,0,Other,"$50,000 - $59,999",0,No,34,0,Well,Very much,Very high,Very high,Very close,Very much,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,Yes,Yes,0,Yes,Yes,Yes,Yes,0,0,0,0,0,0,Viet,No,No,No,Yes,No,No,No,No,Yes,0,10,Strongly agree
80217,26,Female,Vietnamese,Married,13,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Buddhist,0,Employed part time,0,0,0,Other,"$40,000 - $49,999",1,Yes,20,0,Very well,Very much,Very high,Very high,Very close,Very much,Excellent,Excellent,Excellent,0,0,0,1,1,Yes,Yes,Yes,0,0,0,0,Yes,Yes,Yes,0,0,0,0,0,Yes,Viet,Yes,Yes,No,Yes,No,Yes,No,No,Yes,0,5,Neither agree or disagree
80455,53,Male,Vietnamese,Married,14,6,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Catholic,Employed full time,0,0,0,0,Other,"$60,000 - $69,999",0,No,26,0,Not well,Not much,High,Very high,Very close,Very much,Very Good,Very Good,Very Good,0,1,0,1,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,Yes,Viet,No,No,No,Yes,No,No,No,No,No,0,8,Slightly agree
80348,75,Male,Vietnamese,Married,16,2,0,Living with spouse,0,0,0,0,0,0,0,0,Protestant,0,0,0,0,Retired,,"$0 - $9,999",1,No,33,0,Well,Not at all,Very high,Very high,Not very close,Very much,Excellent,Excellent,Very Good,0,0,0,1,1,0,0,0,Yes,Yes,,,Yes,Yes,0,0,0,0,0,0,Yes,Viet,No,No,No,Yes,No,No,No,No,No,0,5,Slightly agree
80258,54,Female,Vietnamese,Married,8,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Catholic,0,Employed part time,0,0,0,Service worker,"$40,000 - $49,999",0,No,26,1,Not well,Not at all,Low,Very high,Very close,Somewhat,Good,Very Good,Very Good,0,0,0,1,1,Yes,0,0,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,0,0,0,0,Yes,Viet,No,Yes,No,No,No,No,No,No,No,0,7,Slightly agree
10180,73,Male,Vietnamese,Other,16,1,Living with no one,0,0,0,0,0,0,0,0,0,Catholic,0,0,0,0,Retired,,"$10,000 - $19,999",1,No,26,0,Well,Much,High,High,Not very close,Somewhat,Very Good,Very Good,Good,0,0,0,1,0,Yes,0,0,Yes,Yes,0,0,0,Yes,Yes,0,0,0,0,0,0,English,No,No,No,Yes,No,No,No,No,No,0,6,Slightly agree
80416,61,Male,Vietnamese,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Buddhist,0,Employed part time,0,0,0,Professional,"$70,000 and over",0,No,35,0,Very well,Much,Very high,Very high,Somewhat close,Somewhat,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,Yes,0,Viet,Yes,No,No,Yes,No,No,No,No,No,0,9,Agree
8043101,55,Female,Vietnamese,Married,16,5,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Buddhist,0,Employed part time,0,0,0,Other,"$40,000 - $49,999",1,No,35,1,Very well,Not at all,High,Very high,Somewhat close,Somewhat,Good,Good,Good,0,0,0,1,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,Yes,0,Viet,No,No,No,Yes,No,Yes,No,No,Yes,0,7,Neither agree or disagree
8043701,59,Female,Vietnamese,Married,15,6,0,Living with spouse,0,0,Living with parents,0,Living with brothers/sisters,0,0,0,Catholic,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,35,1,Well,Not at all,High,Very high,Very close,Somewhat,Good,Good,Good,0,0,0,1,1,Yes,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,Yes,Viet,No,No,No,Yes,No,No,No,No,No,0,9,Agree
10554,53,Male,Vietnamese,Married,16,5,0,Living with spouse,Living with children,0,Living with parents,0,0,,0,0,Catholic,0,0,0,0,0,Business owner,"$60,000 - $69,999",0,No,34,1,Very well,Very much,Very high,High,Very close,Very much,Good,Excellent,Good,0,0,0,0,0,Yes,Yes,0,Yes,Yes,0,Yes,Yes,Yes,0,0,0,0,0,0,0,English,No,No,No,Yes,No,No,No,No,No,0,8,Agree
80243,50,Female,Vietnamese,Married,14,5,0,Living with spouse,0,0,0,0,0,0,0,0,Buddhist,0,0,0,0,0,Other,"$40,000 - $49,999",0,No,36,1,Well,Not at all,High,Very high,Very close,Very much,Very Good,Very Good,Very Good,0,0,0,0,1,0,0,0,Yes,0,0,Yes,Yes,Yes,0,Yes,0,0,0,0,Yes,Viet,No,No,No,No,No,No,No,Yes,No,0,8,Neither agree or disagree
80139,59,Female,Vietnamese,Married,16,6,0,Living with spouse,0,0,Living with parents,0,0,0,0,0,Catholic,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,40,0,Well,Not much,High,Very high,Very close,Somewhat,Excellent,Excellent,Very Good,0,0,0,1,1,Yes,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,0,Viet,No,No,No,Yes,No,Yes,Yes,No,Yes,0,10,Agree
80151,78,Male,Vietnamese,Married,12,3,0,0,Living with children,0,0,0,0,0,0,0,Protestant,0,0,0,0,Retired,,"$0 - $9,999",0,No,28,0,Not well,Not much,Very high,Very high,Very close,Very much,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,,,Yes,0,Yes,Yes,Yes,0,0,0,0,0,Yes,Viet,No,Yes,No,No,No,No,No,No,No,0,6,Agree
80432,74,Male,Vietnamese,Living with a partner,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Catholic,0,0,0,0,Retired,,"$60,000 - $69,999",0,No,40,0,Well,Very much,Very high,Very high,Very close,Very much,Good,Very Good,Excellent,0,0,0,1,1,Yes,Yes,0,Yes,Yes,Yes,,Yes,Yes,Yes,0,0,0,0,0,0,Viet,No,No,No,Yes,Yes,Yes,No,No,No,0,10,Strongly agree
10011056,29,Female,Vietnamese,Living with a partner,16,2,0,Living with spouse,0,0,0,0,0,0,0,0,Buddhist,0,0,0,0,0,Professional,"$60,000 - $69,999",0,Yes,29,0,Very well,Not at all,Very high,High,Somewhat close,Somewhat,Good,Poor,Fair,0,0,0,0,1,0,0,0,Yes,Yes,0,0,0,0,0,Yes,Yes,0,0,0,Yes,English,Yes,Yes,No,Yes,No,No,No,No,Yes,0,10,Agree
80325,66,Female,Vietnamese,Married,16,2,0,Living with spouse,0,0,0,0,0,0,0,0,Catholic,0,0,0,0,Retired,,,0,No,30,0,Well,Much,High,High,Somewhat close,Somewhat,Good,Good,Good,0,0,0,1,1,0,0,0,Yes,0,0,0,Yes,Yes,0,0,0,0,0,0,Yes,Viet,Yes,Yes,Yes,Yes,No,No,No,No,No,0,9,Slightly agree
80028,50,Male,Vietnamese,Married,14,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Buddhist,Employed full time,0,0,0,0,Semi-skilled,"$30,000 - $39,999",0,No,35,1,Well,Not much,High,Very high,Somewhat close,Very much,Excellent,Excellent,Excellent,0,0,0,0,1,Yes,Yes,0,Yes,Yes,0,0,0,Yes,Yes,0,0,0,0,0,Yes,Viet,No,No,No,Yes,No,No,No,No,No,0,10,Strongly agree
50222,63,Female,Vietnamese,Married,13,2,0,Living with spouse,0,0,0,0,0,0,0,0,None,0,0,0,0,Retired,Business owner,"$10,000 - $19,999",0,No,40,0,Well,Not much,High,Low,Somewhat close,Somewhat,Good,Good,Poor,1,0,0,1,1,0,0,Yes,0,0,,Yes,0,0,0,Yes,0,0,0,0,Yes,Chinese Traditional,Yes,No,No,No,No,No,No,No,No,0,,Strongly agree
11105,65,Male,Vietnamese,Married,17,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Buddhist,0,0,0,0,0,Business owner,"$70,000 and over",,No,35,0,Very well,Very much,High,High,Very close,Very much,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,Yes,Yes,0,0,0,Yes,Yes,0,0,0,0,0,Yes,English,No,No,No,Yes,No,No,No,No,Yes,0,8,Slightly agree
10169,85,Female,Vietnamese,Married,12,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Buddhist,0,0,0,0,Retired,,"$0 - $9,999",0,No,40,1,Not well,Not much,High,High,Somewhat close,Not very much,Fair,Fair,Fair,0,0,0,0,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,Yes,Yes,Yes,English,No,No,No,Yes,No,No,No,No,No,0,7,Agree
80054,52,Female,Vietnamese,Single,16,1,Living with no one,0,0,0,0,0,0,0,0,0,Buddhist,Employed full time,0,0,0,0,Professional,"$50,000 - $59,999",0,No,30,1,Well,Not at all,Very high,Very high,Somewhat close,Not at all,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,0,Viet,Yes,No,No,No,No,No,No,Yes,No,0,10,Strongly agree
80127,46,Male,Vietnamese,Married,16,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Buddhist,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,30,1,Well,Not at all,High,Very high,Very close,Very much,Very Good,Very Good,Very Good,0,0,0,1,0,0,0,0,Yes,Yes,Yes,0,Yes,Yes,Yes,0,0,0,0,Yes,0,Viet,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,8,Neither agree or disagree
50223,69,Male,Vietnamese,Married,12,2,0,Living with spouse,0,0,0,0,0,0,0,0,None,0,0,0,0,Retired,,"$10,000 - $19,999",0,No,40,1,Not well,Not much,High,High,Somewhat close,Somewhat,Good,Good,Poor,0,0,0,1,1,Yes,0,0,,0,,0,Yes,Yes,Yes,0,0,0,0,0,Yes,Chinese Traditional,No,No,No,Yes,No,No,No,No,No,0,7,Agree
80292,68,Male,Vietnamese,Married,16,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Catholic,0,0,0,0,Retired,,"$30,000 - $39,999",0,No,40,0,Well,Not much,High,High,Very close,Somewhat,Very Good,Very Good,Very Good,0,0,0,1,0,0,0,0,0,Yes,0,0,0,Yes,Yes,0,0,0,0,0,0,Viet,No,No,No,Yes,No,No,No,No,No,0,8,Neither agree or disagree
80411,54,Male,Vietnamese,Married,16,3,0,Living with spouse,0,0,0,0,0,0,0,0,Buddhist,Employed full time,0,0,0,0,"Manager, executive, or official","$60,000 - $69,999",1,No,30,1,Not well,Much,High,High,Somewhat close,Somewhat,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Viet,No,No,No,No,No,Yes,No,No,No,0,8,Neither agree or disagree
80504,61,Male,Vietnamese,Married,11,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Catholic,Employed full time,0,0,0,0,Semi-skilled,"$40,000 - $49,999",0,No,34,1,Not well,Not much,High,Very high,Very close,Somewhat,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,Yes,Viet,No,No,No,No,No,No,No,No,No,0,7,Slightly agree
10375,65,Male,Vietnamese,Married,12,2,0,Living with spouse,0,0,0,0,0,0,0,0,Catholic,0,0,0,0,Retired,,"$30,000 - $39,999",0,No,30,0,Well,Not much,High,High,Somewhat close,Somewhat,Good,Good,Good,0,0,0,1,1,0,0,0,Yes,Yes,Yes,0,Yes,Yes,0,0,0,0,0,0,0,English,Yes,No,No,No,No,No,No,No,No,0,8,Agree
80410,50,Female,Vietnamese,Married,17,4,0,0,Living with children,0,0,0,0,0,0,0,Catholic,Employed full time,0,0,0,0,"Manager, executive, or official",,0,No,40,0,Very well,Not at all,Very high,Very high,Very close,Very much,Excellent,Excellent,Excellent,0,0,0,0,1,0,0,0,0,0,0,0,0,Yes,Yes,0,0,0,0,Yes,0,Viet,No,No,No,Yes,No,No,No,No,Yes,0,10,Strongly agree
10011060,51,Female,Vietnamese,Married,12,2,0,Living with spouse,0,0,0,0,0,0,0,0,Buddhist,Employed full time,0,0,0,0,Other,"$70,000 and over",0,No,37,0,Very well,Very much,Very high,Very high,Very close,Very much,Excellent,Very Good,Very Good,0,0,0,1,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,0,English,Yes,No,No,No,No,No,No,No,No,0,10,Agree
80328,66,Female,Vietnamese,Married,16,2,0,Living with spouse,0,0,0,0,0,0,0,0,Catholic,0,Employed part time,0,0,0,Service worker,"$30,000 - $39,999",0,No,33,0,Not well,Not much,High,High,Very close,Very much,Good,Good,Good,0,0,0,1,1,0,0,0,Yes,Yes,0,0,Yes,Yes,0,0,0,0,0,0,Yes,Viet,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,0,8,Slightly agree
10060,48,Male,Vietnamese,Single,11,1,Living with no one,0,0,0,0,0,0,0,0,0,Protestant,0,Employed part time,0,0,0,Skilled trades,"$0 - $9,999",,,30,0,Well,Much,High,High,Somewhat close,Somewhat,Good,Fair,Poor,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,0,0,0,0,English,No,No,No,No,No,No,No,No,No,1,10,Strongly disagree
11185,47,Female,Vietnamese,Married,17,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Catholic,Employed full time,0,0,0,0,"Clerical, office, sales","$30,000 - $39,999",0,No,38,1,Well,Very much,High,High,Somewhat close,Somewhat,Very Good,Very Good,Fair,0,0,0,1,1,0,0,0,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,0,0,0,Yes,0,English,No,No,No,Yes,No,No,No,No,No,0,6,Neither agree or disagree
80297,58,Female,Vietnamese,Living with a partner,12,5,0,Living with spouse,0,0,0,0,0,0,0,0,Catholic,0,0,0,0,Retired,,"$30,000 - $39,999",,No,30,1,Not well,Not at all,High,Very high,Very close,Somewhat,Excellent,Excellent,Excellent,0,0,0,0,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,Yes,Viet,No,No,Yes,No,No,No,No,No,No,0,7,Neither agree or disagree
80235,64,,Vietnamese,Married,14,5,0,Living with spouse,0,0,0,0,0,0,0,0,Buddhist,Employed full time,0,0,0,0,Semi-skilled,"$60,000 - $69,999",0,No,33,0,Well,Much,High,High,Very close,Somewhat,Very Good,Very Good,Very Good,0,0,0,1,1,Yes,0,0,Yes,Yes,0,Yes,Yes,Yes,Yes,0,0,0,0,0,Yes,Viet,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,0,9,Agree
50160,50,Female,Vietnamese,Married,12,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,None,0,0,0,0,0,,"$50,000 - $59,999",0,No,34,1,Well,Much,High,Very high,Somewhat close,Somewhat,Very Good,Very Good,Very Good,0,0,0,0,1,0,0,0,Yes,Yes,0,0,Yes,Yes,0,0,0,0,0,0,,Chinese Traditional,No,No,No,Yes,No,No,Yes,No,No,0,8,Slightly agree
10309,34,Female,Vietnamese,Living with a partner,16,2,0,0,0,0,0,0,0,0,0,,Buddhist,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,Yes,34,0,Very well,Not at all,Very high,Very high,Somewhat close,Somewhat,Excellent,Excellent,Excellent,0,0,0,1,0,0,0,0,Yes,Yes,0,Yes,Yes,Yes,Yes,0,0,0,0,0,0,English,No,No,No,Yes,No,No,No,No,No,0,10,Strongly agree
80430,55,Male,Vietnamese,Married,12,4,0,0,Living with children,0,0,0,0,0,0,0,Buddhist,Employed full time,0,0,0,0,Semi-skilled,"$40,000 - $49,999",0,No,33,1,Not well,Not much,Low,High,Very close,Somewhat,Very Good,Good,Good,0,0,0,1,1,0,0,0,Yes,Yes,0,0,Yes,Yes,0,0,0,0,0,0,Yes,Viet,No,Yes,No,No,No,No,No,Yes,No,0,5,Neither agree or disagree
80230,40,Female,Vietnamese,Married,16,5,0,0,Living with children,0,0,0,0,0,0,0,Buddhist,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,33,0,Well,Much,High,High,Very close,Somewhat,Very Good,Very Good,Very Good,0,0,0,1,1,Yes,0,0,Yes,Yes,0,Yes,Yes,Yes,Yes,0,0,0,0,0,Yes,Viet,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,9,Agree
80456,68,Male,Vietnamese,Living with a partner,14,3,0,Living with spouse,0,0,0,0,0,0,0,0,Catholic,Employed full time,0,0,0,0,Skilled trades,"$70,000 and over",0,No,33,0,Very well,Very much,Very high,Very high,Very close,Very much,Excellent,Excellent,Excellent,0,1,1,0,1,Yes,0,0,Yes,Yes,Yes,0,Yes,Yes,Yes,0,0,0,0,0,Yes,Viet,Yes,No,No,No,No,No,No,No,No,0,9,Agree
10168,47,Male,Vietnamese,Married,16,5,0,Living with spouse,Living with children,0,0,0,Living with brothers/sisters,0,0,0,Buddhist,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,34,0,Very well,Not at all,High,High,Very close,Very much,Very Good,Very Good,Very Good,0,1,0,1,1,0,0,0,Yes,Yes,,,Yes,Yes,Yes,0,0,0,0,0,0,English,No,Yes,No,Yes,Yes,No,Yes,No,Yes,0,9,Agree
80301,63,Male,Vietnamese,Married,12,3,0,Living with spouse,0,0,0,0,0,0,0,0,Buddhist,0,0,0,0,0,Business owner,"$30,000 - $39,999",0,No,34,0,Not well,Not much,High,Very high,Very close,Somewhat,Good,Very Good,Fair,0,0,0,1,1,0,0,0,Yes,Yes,0,0,Yes,Yes,0,0,0,0,0,0,Yes,Viet,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,0,7,Slightly agree
80082,60,Male,Vietnamese,Married,16,2,0,Living with spouse,0,0,0,0,0,0,0,0,Buddhist,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,40,0,Well,Much,High,High,Very close,Not very much,Very Good,Good,Very Good,0,0,0,1,1,0,0,Yes,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,0,Viet,Yes,No,No,Yes,No,No,No,No,No,0,9,Neither agree or disagree
80384,49,Male,Vietnamese,Single,12,2,0,0,0,0,Living with parents,0,0,0,0,0,Buddhist,Employed full time,0,0,0,0,Semi-skilled,"$40,000 - $49,999",1,No,35,0,Very well,Not at all,Very high,Very high,Not very close,Not very much,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,0,Yes,0,0,0,Yes,Yes,0,0,0,0,0,0,Viet,No,No,No,No,No,No,No,No,No,1,9,Agree
80141,60,Male,Vietnamese,Married,16,4,0,Living with spouse,0,0,0,0,0,0,0,0,Buddhist,0,0,0,0,0,Business owner,"$50,000 - $59,999",0,No,40,0,Well,Much,High,High,Somewhat close,Somewhat,Good,Good,Good,0,0,0,1,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,Yes,Yes,Viet,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,0,9,Agree
80188,53,Male,Vietnamese,Married,13,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Catholic,Employed full time,0,0,0,0,Professional,"$40,000 - $49,999",0,No,35,0,Well,Not at all,Very high,High,Very close,Very much,Excellent,Excellent,Very Good,0,0,0,1,1,0,0,0,Yes,0,Yes,0,Yes,Yes,Yes,0,0,0,0,0,0,Viet,No,No,Yes,No,No,No,No,No,No,0,10,Strongly agree
10373,62,Male,Vietnamese,Married,14,2,0,Living with spouse,0,0,0,0,0,0,0,0,Catholic,0,0,0,0,Retired,,"$30,000 - $39,999",0,No,35,0,Well,Much,High,High,Somewhat close,Very much,Fair,Very Good,Good,0,0,0,1,1,Yes,Yes,0,Yes,0,0,0,Yes,Yes,0,0,0,0,0,0,Yes,English,No,No,No,No,No,Yes,No,No,No,0,7,Slightly agree
10054,48,Male,Vietnamese,Married,15,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Buddhist,Employed full time,0,0,0,0,Skilled trades,"$40,000 - $49,999",0,No,36,0,Well,Very much,High,High,Somewhat close,Somewhat,Good,Very Good,Good,0,1,0,0,1,0,0,0,0,0,0,0,Yes,Yes,Yes,0,0,0,0,0,0,English,No,Yes,No,No,No,No,No,No,Yes,0,8,Agree
11005,40,Male,Vietnamese,Married,14,2,0,Living with spouse,0,0,0,0,0,0,0,0,Catholic,0,0,0,0,Retired,Business owner,"$70,000 and over",0,No,39,0,Very well,Very much,Very high,Low,Not very close,Not very much,Fair,Fair,Good,0,0,0,1,1,Yes,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,Yes,0,0,0,English,No,No,No,Yes,Yes,No,No,No,No,0,5,Neither agree or disagree
80169,62,Female,Vietnamese,Married,9,2,0,Living with spouse,0,0,0,0,0,0,0,0,Buddhist,Employed full time,0,0,0,0,Other,"$40,000 - $49,999",0,No,40,1,Not well,Not much,Very high,High,Not very close,Very much,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,Yes,0,Yes,0,0,Yes,0,0,0,0,0,0,Yes,Viet,No,No,No,Yes,No,No,No,No,Yes,0,8,Neither agree or disagree
